Nombre Propiedad,Precio,Dormitorios,Baños,Metros Cuadrados,Dirección
Arrienda Departamento Plaza La Alcaldesa Providencia,$1.190.000,3 dormitorios,2 baños,100 m² útiles,"Portal 1800 - 2100, Providencia"
Arrienda Hermoso Departamento En La Comuna De Nuñoa,$640.000,2 dormitorios,2 baños,57 m² útiles,"Pedro Torres 300 - 600, Parque Jua..."
"Amplio Dpto. Con 2d;2b, Más Estac. Y Bodega, Vista Despejada",$580.000,2 dormitorios,2 baños,67 m² útiles,"San Ignacio De Loyola 3300 - 3600,..."
"Cómodo Departamento, Excelente Orientación Y Vista.",$1.200.000,4 dormitorios,3 baños,125 m² útiles,"Galvarino Gallardo 1800 - 2100, Pe..."
Arriendo Departamento Nuevo 2d 1b E Y Bodega Imagina,$550.000,2 dormitorios,1 baño,44 m² útiles,"Avenida Vicuña Mackenna  920, Metr..."
,$3.700.000,3 dormitorios,4 baños,238 m² útiles,San José De La Sierra - Charles Ha...
Departamento Con Vista Panoramica,$780.000,3 dormitorios,2 baños,72 m² útiles,"Depto Arriendo, Cerca Colegio Anto..."
"Depto  Amoblado, Alma Nova",$700.000,1 dormitorio,1 baño,6 m² útiles,"Depto Amoblado, Alma Nova, Hospita..."
"Impecable Departamento En Collao, Concepción",$390.000,1 dormitorio,1 baño,32 m² útiles,"Collao 300 - 600, Collao, Concepci..."
"Departamento Arriendo, Cerro Paranal",$950.000,3 dormitorios,2 baños,92 m² útiles,"Depto Arriendo, Cerro Paranal, Cov..."
,$700.000,3 dormitorios,2 baños,70 m² útiles,"Depto Amoblado Av Pacífico, Avenid..."
Departamento 1d  1b Con Estacionamiento Incluido,$285.000,1 dormitorio,1 baño,28 m² útiles,"Santa Petronila 38, Metro Las Reja..."
Lagunadel Mar,$550.000,2 dormitorios,1 baño,52 m² útiles,"Lagunadel Mar, Puerta Del Mar, La ..."
Av Del Mar,$650.000,2 dormitorios,1 baño,60 m² útiles,"Av Del Mar, Avenida Del Mar, La Se..."
,$600.000,2 dormitorios,2 baños,51 m² útiles,"Se Arrienda Depto Av Pacífico, Ave..."
Depto Amoblado Av Costanera,$500.000,2 dormitorios,2 baños,70 m² útiles,"Depto Amoblado Av Costanera, Aveni..."
Arriendo De Departamento Semi Amoblado En Av Del Mar,$690.000,2 dormitorios,2 baños,89 m² útiles,"Av Del Mar, Avenida Del Mar, La Se..."
"Departamento En Arriendo 1d-1b-b, Metro Cementerios",$300.000,1 dormitorio,1 baño,35 m² útiles,"María Graham 545, Recoleta, Chile,..."
Depto Amoblado Puertas Del Mar,$570.000,2 dormitorios,1 baño,50 m² útiles,"Puertas Del Mar, Puerta Del Mar, L..."
"Nuevo O Km, Excelente Ubicación (44119)",$430.000,2 dormitorios,1 baño,43 m² útiles,"Nuevo, Impecable Departamento, Met..."
Se Arrienda Año Corrido 2 Dorm 1 Baño Centro La Serena,$430.000,2 dormitorios,1 baño,46 m² útiles,"Rengifo 123, Centro De La Serena, ..."
Loft Recien Remodelado En Barrio El Golf,UF18,1 dormitorio,1 baño,40 m² útiles,"Remodelado Loft En Barrio El Golf,..."
"Arriendo Dpto 1 Dormitorio Y 1 Baño, Ñuñoa.",$335.000,1 dormitorio,1 baño,33 m² útiles,"Zañartu 1313, Estadio Nacional, Ñu..."
"Arriendo Depto Con 3d-2b Y Estacionamiento, Cond La Recoleta",$370.000,3 dormitorios,2 baños,65 m² útiles,"Av. La Paz 300 - 600, Patronato, R..."
Se Arrienda En El Milagro 3 Dorm 1 Baño Av Gabriela Mistral,$500.000,3 dormitorios,1 baño,65 m² útiles,"Av. Gabriela Mistral 4000, San Joa..."
,$270.000,1 dormitorio,1 baño,40 m² útiles,Depto Studio En Merced Esquina Mac...
Comodo Y Acogedor Dpto 1 Dorm 1 Baño Estac Y Bod Irarrazaval,$520.000,1 dormitorio,1 baño,40 m² útiles,"Avenida Irarrázaval 5150, La Reina..."
Bella Vista Parque Mantagua A 15 Minutos De Rotonda Con Con,$550.000,2 dormitorios,2 baños,69 m² útiles,"Mantagua 12010, Higuerillas, Concón"
Departamento En Arriendo - Cumbres De Curauma V,$550.000,3 dormitorios,2 baños,79 m² útiles,"Nudo Curauma, Curauma, Valparaíso"
"Departamento En Arriendo - Condominio Las Lobelias, Curauma",$450.000,3 dormitorios,2 baños,67 m² útiles,"Cuarta Del Sur 645, 2372816 Placil..."
"Arriendo Depto. Sector Estadio Español, Las Condes",$680.000,1 dormitorio,1 baño,52 m² útiles,"Coimbra, Metro Escuela Militar, La..."
Mujica /bustamante,$390.000,1 dormitorio,1 baño,38 m² útiles,"Mujica 1 - 300, Metro Irarrázaval,..."
Departamento En Arriendo De 3 Dorm. En Las Condes,UF52,3 dormitorios,3 baños,130 m² útiles,"Luz / Isidora Goyenechea, Barrio E..."
Arriendo Dpto 2 Dormitorios 2 Baños 1 Estac.,UF17,2 dormitorios,2 baños,60 m² útiles,"Ramón Corvalán Melgarejo 49, Barri..."
,$950.000,3 dormitorios,2 baños,5 m² útiles,"Depto. Sin Muebles Av. Argentina, ..."
Amplio Departamento Con Vista Al Mar,$1.200.000,3 dormitorios,2 baños,120 m² útiles,"Depto Arriendo, Avenida Grecia, Es..."
Arriendo Departamento Dos Dormitorios Un Baño,$370.000,2 dormitorios,1 baño,34 m² útiles,"Av. Rodrigo De Araya 4500 - 4800, ..."
Departamento En Arriendo De 3 Dorm. En Puerto Varas,$770.000,3 dormitorios,2 baños,78 m² útiles,"Edificio Las Bandurrias, Centro De..."
Departamento En Arriendo De 1 Dorm. En Puerto Varas,$420.000,1 dormitorio,1 baño,39 m² útiles,"Del Salvador 750, Centro De Puerto..."
Departamento En Arriendo De 3 Dorm. En Puerto Varas,$750.000,3 dormitorios,2 baños,87 m² útiles,"Edificio Vita, Centro De Puerto Va..."
Cómodo Excelente Ubicación Reñaca,$700.000,2 dormitorios,2 baños,60 m² útiles,"Avenida Edmundo Eluchans, Reñaca, ..."
Estupendo Pent- House Con Gran Terraza,UF90,5 dormitorios,5 baños,265 m² útiles,"Presidente Riesco 2970, Las Condes..."
Departamento Home Studio Con Gran Ubicación,$260.000,1 baño,17 m² útiles,No disponible,"Av. Vicuña Mackenna 1200 - 1500, B..."
Dpto Arriendo De 2 Dorm &#43; Bodega / 30% Dcto /cisterna,$330.000,2 dormitorios,1 baño,41 m² útiles,"Av Ossa 170, Metro La Cisterna, La..."
Depto 70 M2/ 3 Dormitorios (3 Norte/ 5 Poniente),$595.000,3 dormitorios,1 baño,70 m² útiles,"3 Norte 1 - 300, Libertad, Viña De..."
Excelente Departamento 3dorm. 1 Baño. Estacionamiento.,$430.000,3 dormitorios,1 baño,45 m² útiles,"Av. Dorsal 1200 - 1500, General Ga..."
Departamento Arriendo De 2d 2b 1e Y Bod.en Providencia,UF27,2 dormitorios,2 baños,67 m² útiles,"Avenida Los Leones, Las Lilas, Pro..."
Estudio En Arriendo De 1 Dorm. En Ñuñoa,UF13,1 dormitorio,1 baño,29 m² útiles,"Clorinda Willshaw / Plaza Egaña, P..."
Exclusivo Departamento En Precioso Condominio.,UF40,2 dormitorios,2 baños,87 m² útiles,"Robles 12729, La Dehesa, Lo Barnec..."
"Arriendo Departamento Avenida Pacifico, La Serena.",$550.000,2 dormitorios,2 baños,50 m² útiles,"Avenida Pacifico 4155, Avenida Del..."
Departamento En Arriendo En Las Condes,$800.000,2 dormitorios,2 baños,72 m² útiles,Sebastián Elcano / Av. Cristóbal C...
Departamento En Arriendo De 2 Dorm. En Vitacura,$1.100.000,2 dormitorios,3 baños,96 m² útiles,Americo Vespucio - Escriba De Bala...
"Cercano Metro 2 Dormitorios, 2 Baños, Estacionamiento Y Bod",$850.000,2 dormitorios,2 baños,67 m² útiles,"Av. Sucre 2400 - 2700, Metro Ñuñoa..."
"Lindo Y Luminoso Depto 3 Dormitorios, Gran Terraza",UF42,3 dormitorios,2 baños,108 m² útiles,"Americo Vespucio / Espoz, 1 - 300,..."
Departamento En Arriendo De 4 Dorm. En Lo Barnechea,UF50,4 dormitorios,3 baños,145 m² útiles,"Av La Dehesa/ Robles, La Dehesa, L..."
Departamento 2d+1b Metro Cerro Blanco Santos Dumont,$360.000,2 dormitorios,1 baño,48 m² útiles,"Santos Dumont 815, Cerro Blanco, R..."
Descubre Tu Nuevo Hogar,$1.100.000,2 dormitorios,2 baños,78 m² útiles,"La Cabaña / Av. Las Condes, 123, M..."
"Se Arrienda Departamento De Un Dormitorio, Un Baño, E Y B",$525.000,1 dormitorio,1 baño,34 m² útiles,"Av. Pedro De Valdivia 2765, Metro ..."
Impecable Dpto. 2 D | 1 B Metro Plaza Chacabuco,$350.000,2 dormitorios,1 baño,39 m² útiles,Independencia | Metro Plaza Chacab...
Arrienda Amplio Departamento Ubicado En San Pedro De La Paz.,$700.000,3 dormitorios,2 baños,75 m² útiles,"Las Violetas 1521, Huertos Familia..."
"Arriendo Ñuñoa, Lindo Y Comodo Departamento Piso 12",$930.000,3 dormitorios,2 baños,80 m² útiles,"Av. Irarrázaval 4800 - 5100, Diago..."
(grc 12.883) Departamento 3 Dormitorios En Arriendo 1 Baño,$295.000,3 dormitorios,1 baño,48 m² útiles,(grc) San Petersburgo Con Av. Lo O...
Departamento En Arriendo En Quilpué,$440.000,3 dormitorios,1 baño,57 m² útiles,"(kuc12977) Jardines De Paso Hondo,..."
Walker Martínez / Av. La Florida,$720.000,3 dormitorios,2 baños,100 m² útiles,"Walker Martínez 3300 - 3600, La Fl..."
Arriendo Amoblado Calle Bandera,$385.000,2 dormitorios,2 baños,43 m² útiles,"Bandera 898, Centro Histórico De S..."
Vista Despejada / Walker Martínez / Av. La Florida,$700.000,3 dormitorios,2 baños,100 m² útiles,"Walker Martínez 3300 - 3600, La Fl..."
"Arriendo Increíble Dúplex 4d-3b, Barrio Nueva Las Condes",UF62,4 dormitorios,3 baños,197 m² útiles,"Alonso De Córdova 5700 - 6000, Met..."
Amplio Y Hermoso Departamento  En La Florida Alta,$550.000,3 dormitorios,2 baños,90 m² útiles,"Sta. Amalia 3500, La Florida Alto,..."
Departamento En Arriendo En Providencia,UF29,3 dormitorios,2 baños,90 m² útiles,"Lota / Suecia, Los Leones, Provide..."
Se Arrienda Cómodo Departamento,$450.000,3 dormitorios,2 baños,54 m² útiles,"Av. Américo Vespucio 1350, El Rosa..."
Departamento En Arriendo En Macul Cercano A La U Catolica,$380.000,1 dormitorio,1 baño,51 m² útiles,"Av Macul/ Luis Valenzuela Aris, Vi..."
Arriendo Departamento 1 Dormitorio Plan Valparaíso!,$350.000,1 dormitorio,1 baño,45 m² útiles,"Yungay 2500, Almendral, Valparaíso"
"Casi Nuevo 2 Dormitorios, 2 Baños, Estacionamiento Y  Bodega",$480.000,2 dormitorios,2 baños,50 m² útiles,"Gregorio De La Fuente 3000 - 3300,..."
Metro Los Quillayes / Arriendo Departamento 1° Piso,$430.000,2 dormitorios,2 baños,47 m² útiles,"Av. Diego Portales 1022, 8.3013e+0..."
"Cercano A Metro, 2 Dormitorios, 2 Baños, Bodega",$490.000,2 dormitorios,2 baños,80 m² útiles,"Portugal 300 - 600, Santa Isabel, ..."
Arrienda Departamento En Condominio Terramar,$590.000,2 dormitorios,2 baños,70 m² útiles,"Avenida Puerto Montt, Puerto Montt"
Metro Los Quillayes / Arriendo Departamento Nuevo 5° Piso,$390.000,2 dormitorios,1 baño,44 m² útiles,"Av. Diego Portales 1022, 8.3013e+0..."
Departamento En Arriendo Bosques De Montemar,$900.000,3 dormitorios,2 baños,120 m² útiles,"Liquidambar  Sn, Montemar, Concón"
"Lindo Depto Panorámico No, 1d, 1b, Cocina, Estac Y Terraza",$290.000,1 dormitorio,1 baño,38 m² útiles,"Av. Pdte. Balmaceda 2088, Parque L..."
"Cerca Metro 3 Dormitorios, 2 Baños, Estacionamiento, Bodega",$480.000,3 dormitorios,2 baños,65 m² útiles,"Santo Domingo 600 - 900, Centro Hi..."
Arriendo Depto 1d1b Gran Marino Av. Argentina Con  Avelino C,$600.000,1 dormitorio,1 baño,34 m² útiles,"Av. Argentina 1340, Parque Brasil,..."
Elegante Y Acogedor Departamento En Bosques De Montemar.,UF14,1 dormitorio,1 baño,63 m² útiles,José María Escrivá De Balaguer 786...
"Gran Depto, Norte, Terraza, 3 D, 2 B, Estac Y Bodega 20m2",$850.000,3 dormitorios,2 baños,68 m² útiles,"Paul Harris 980, Los Dominicos, La..."
Cerca Del Metro | Garantia En Cuotas | Conexión A Lavadora,$245.000,1 dormitorio,1 baño,31 m² útiles,"Sta. Petronila 1 - 300, Metro Las ..."
Acogedor Y Moderno Departamento Mariposa,$660.000,2 dormitorios,2 baños,80 m² útiles,"Av. Andalue 2350, 4.1337e+06 - 4.1..."
Departamento Amoblado Un Dormitorio En Puerto Montt,$420.000,1 dormitorio,1 baño,40 m² útiles,"Buin 356, Centro De Puerto Montt, ..."
Arriendo 2 Dormitorios Con Estacionamiento Ñuñoa,$550.000,2 dormitorios,2 baños,57 m² útiles,"Sector Estadio Nacional, Estadio N..."
Remato Depto En Arriendo,$240.000,1 dormitorio,1 baño,28 m² útiles,"Avenida Vicuña Mackenna 6690, Plaz..."
Aprovecha Oportunidad Ofertas Fin De Año,$290.000,1 dormitorio,1 baño,32 m² útiles,"Avenida Vicuña Mackenna 6690, Plaz..."
Lindo Depto Metro Mirador En Arriendo,$295.000,1 dormitorio,1 baño,38 m² útiles,"C. Pudeto 6579, Plaza Vespucio, La..."
,$420.000,1 dormitorio,1 baño,50 m² útiles,"Vergara/ Toesca, Ejército - Toesca..."
Depto 3d+3b+3est+serv- Monte Tabor/ Craighouse- Ziw Property,UF62,3 dormitorios,3 baños,140 m² útiles,"P.º De Alcalá 10400, 7.7007e+06 - ..."
"Deluxe 2d+2b,  A Pasos De Metro Escuela Militar",$1.320.001,2 dormitorios,2 baños,56 m² útiles,"Asturias 77, Santiago, Las Condes,..."
Departamento Single B Nuevo Con 1d + 1b,$958.455,1 dormitorio,1 baño,43 m² útiles,"Asturias 77, Santiago, Las Condes,..."
Excelente Dpto. 3d/3b/2e Cabildo/manquehue,$1.150.000,3 dormitorios,3 baños,90 m² útiles,"Cabildo 6000 - 6300, Rotonda Atena..."
Departamento En Arriendo De 3 Dorm. En Las Condes,$1.150.000,3 dormitorios,2 baños,107 m² útiles,El Bosque Norte / Tobalaba / Merca...
"Arrendamos Depto En Av. Los Carrera, Sector Valencia",$380.000,1 dormitorio,1 baño,35 m² útiles,"Quilpué, Centro De Quilpué"
Nuevo !! R Araya / P De Valdivia / Estacionamiento,$450.000,1 dormitorio,1 baño,38 m² útiles,"Av. Rodrigo De Araya 2550, Estadio..."
Departamento En Arriendo De 1 Dorm. En Las Condes,UF17,1 dormitorio,1 baño,51 m² útiles,"Las Arañas, Metro Príncipe De Gale..."
Maravilloso Loft Lado Isidora Rodeado De Tranquilidad,UF33,1 dormitorio,1 baño,50 m² útiles,"Glamis 3388, Barrio El Golf, Las C..."
"El Vergel. Excelente Barrio 2d,2b,1e+1bo Recien Remodelado",$830.000,2 dormitorios,2 baños,53 m² útiles,"El Vergel 2400 - 2700, Las Lilas, ..."
Calle Valparaiso,$750.000,6 dormitorios,2 baños,90 m² útiles,"Plan Viña, Centro De Viña Del Mar,..."
"Excelente Conectividad, Impecable Como Nuevo",$550.000,2 dormitorios,2 baños,60 m² útiles,"Buenos Aires 600 - 900, Presidente..."
"Arriendo Depto Lord Cochrane - Tarapacá 2d, 2b Y Bodega",$390.000,2 dormitorios,2 baños,46 m² útiles,"Lord Cochrane 1 - 300, Bulnes, San..."
"Vista A Bosque Y Estero, Tranquilo, Cerca Portal La Dehesa",UF60,4 dormitorios,4 baños,150 m² útiles,"Av. El Tranque 12263, Lo Barnechea..."
Departamento En Arriendo De 3 Dorm. En Lo Barnechea,UF50,3 dormitorios,4 baños,140 m² útiles,"Av.el Tranque, La Dehesa, Lo Barne..."
Acogedor Con Vista Despejada. Sin E/b,$380.000,1 dormitorio,1 baño,50 m² útiles,"Manuel Antonio Tocornal 455, Santa..."
Guiñazú Property Arrienda Depto Amoblado Vista Al Mar Concón,$1.300.000,4 dormitorios,3 baños,130 m² útiles,"Las Pimpinelas 1 - 300, Costas De ..."
Excelente Departamento Luz / Isidora Goyenechea El Golf,UF39,3 dormitorios,3 baños,160 m² útiles,"Luz 2700 - 3000, Barrio El Golf, L..."
Cómodo Departamento En Kennedy,UF33,3 dormitorios,3 baños,99 m² útiles,"Kennedy, 7427, Alto Las Condes, La..."
Moderno Depto. Como Nuevo Frente A Líder P.nuevo,UF17,1 dormitorio,1 baño,37 m² útiles,"Av. Las Condes / La Cabaña, 12600 ..."
¡ Depto. 2d+1b Con Terraza Y Estacionamiento !,$380.000,2 dormitorios,1 baño,40 m² útiles,"Cuarta Avenida, 1447, Ciudad Del N..."
Departamento En Arriendo De 2 Dormitorios Dos Baños En Macul,$550.000,2 dormitorios,2 baños,61 m² útiles,"Avenida Macul 3700, Villa Macul, M..."
"Hermoso, 2d+1b+e+b",$675.000,2 dormitorios,1 baño,48 m² útiles,"Av. Pedro De Valdivia 3388, Metro ..."
Departamento Warren Smith Luminoso Y Vistas Despejadas,UF27,2 dormitorios,2 baños,78 m² útiles,"Warren Smith 1 - 300, Nueva Las Co..."
Carmen Sylva/ Suecia (metro Los Leones),$920.000,3 dormitorios,2 baños,90 m² útiles,"Carmen Sylva 2100 - 2400, Los Leon..."
Tejada 3dormt+2baños+2estac+bod+piscina+quinchos,$1.000.000,3 dormitorios,2 baños,96 m² útiles,"Reñaca Norte, Reñaca, Viña Del Mar"
Las Tranqueras Kennedy,$750.000,2 dormitorios,2 baños,75 m² útiles,"Las Tranqueras 900 - 1200, Alto La..."
Depto. En Buen Sector Campos Deportivos Con Gg Cc Inlcuidos,$450.000,2 dormitorios,1 baño,55 m² útiles,"Av. Campos Deportivos 402, Andalié..."
"Espectacular Vista Al Mar, Amoblado O Sin Muebles, 100 M2",$990.000,3 dormitorios,2 baños,100 m² útiles,"Av. Borgoño 19040, Costas De Monte..."
"Reñaca, 2 Dormitorios Y 2 Baños, Nuevo, Barrio Foresta",$600.000,2 dormitorios,2 baños,72 m² útiles,"2fgg+2q, Viña Del Mar, Valparaíso,..."
Lindo Depto / Paul Claudel-kennedy Barrio Las Lilas,UF35,3 dormitorios,3 baños,205 m² útiles,"Paul Claudel 900 - 1200, Parque Bi..."
Lindo Depto Paul Claudel - Kennedy / Barrio Las Nieves,UF35,3 dormitorios,3 baños,205 m² útiles,"Paul Claudel 900 - 1200, Parque Bi..."
Centro De Santiago Depto. 2d + Estac. Y Bodega,$500.000,2 dormitorios,2 baños,48 m² útiles,"Huérfanos 1400, Santiago, Chile, C..."
Penthouse Semi Nuevo | 3 Dormitorios Más Servicio,$2.350.000,3 dormitorios,4 baños,170 m² útiles,Departamento En La Dehesa | Sector...
"Agradable Departamento En Orompello 7255, La Florida",$510.000,2 dormitorios,2 baños,58 m² útiles,"Orompello 7255, La Florida Alto, L..."
"Impecable Departamento Remodelado, A Pasos De Santa Isabel",$300.000,1 dormitorio,1 baño,40 m² útiles,"Manuel Antonio Tocornal 455, Santa..."
Arriendo Nuevo Departamento En Centro De Concepcion,$650.000,2 dormitorios,2 baños,70 m² útiles,"Tucapel 180, 4.0701e+06 - 4.0704e+..."
"Arriendo Departamento En. Escuela Militar , Las Condes",$1.500.000,3 dormitorios,3 baños,136 m² útiles,"Escuela Militar, Metro Escuela Mil..."
"Amoblado, Marzo - Diciembre Costa De Montemar, 3 Dormitorios",$800.000,3 dormitorios,2 baños,81 m² útiles,"Arenales 196, Concón, Chile, Costa..."
"Cerro Barón, Espectacular Departamento De 4 Dormitorios.",$550.000,4 dormitorios,2 baños,90 m² útiles,"Gral. Bartolomé Mitre 779, Cerro L..."
"Amoblado, Con Salida Privada A Jardin",UF24,3 dormitorios,2 baños,84 m² útiles,"Decher 131, 5550437 Puerto Varas, ..."
Arriendo Depto. 1d1b+estac+bod. A Pasos Metro H. Magallanes,$690.000,1 dormitorio,1 baño,43 m² útiles,"Gral. Carol Urzúa 6950, Metro Hern..."
Oferta Recién Refaccionado Amplio Departamento,$320.000,2 dormitorios,1 baño,51 m² útiles,"San Pablo 1200 - 1500, Centro Hist..."
"Arriendo Penthouse 4d, 4b. La Dehesa.",$1.890.000,4 dormitorios,4 baños,160 m² útiles,"Del Candil, La Dehesa, Lo Barnechea"
Departamento En Arriendo De 2 Dorm. En Ñuñoa (portal Ñuñoa),$600.000,2 dormitorios,2 baños,64 m² útiles,"Portal Ñuñoa, Estadio Nacional, Ñu..."
Excelente Departamento 2d 1b Estacionamiento Mirador Azul,$350.000,2 dormitorios,1 baño,42 m² útiles,"Av. Vicuña Mackenna Poniente 6299,..."
Arriendo La Florida Alto,$610.000,3 dormitorios,2 baños,90 m² útiles,"Av. Tobalaba 7377, La Florida Alto..."
Arriendo Pedro De Valdivia / Teatro Oriente,$1.200.000,4 dormitorios,3 baños,145 m² útiles,"Pedro De Valdivia / Providencia, P..."
Departamento En Arriendo De 2d Estadio Italiano Impecable,$1.100.000,2 dormitorios,2 baños,80 m² útiles,"Estadio Italiano / Apoquindo, Metr..."
Departamento Barrio Brasil,$390.000,2 dormitorios,1 baño,50 m² útiles,"Compañía De Jesús 1675, Barrio Bra..."
,$390.000,2 dormitorios,2 baños,49 m² útiles,"Metro De Santa Ana, Centro Históri..."
Luminoso Departamento En 7° Piso Frente Parque Bicentenario,UF52,4 dormitorios,4 baños,140 m² útiles,"Av. Bicentenario 3900 - 4200, Parq..."
Departamento En Arriendo De 3 Dorm. En Las Condes,$1.100.000,3 dormitorios,3 baños,135 m² útiles,"Colon , Bello Horizonte, Rotonda A..."
Excelente Departamento Mariposa Frente A Metro Toesca,$490.000,2 dormitorios,2 baños,47 m² útiles,Av. Manuel Rodríguez Sur 300 - 600...
"A 15 Min Caminando Metro Hdo De Magallanes. 2 D, 2 B, Estac.",$730.000,2 dormitorios,2 baños,62 m² útiles,"Los Pozos 6900 - 7200, Rotonda Ate..."
,$1.250.000,3 dormitorios,3 baños,85 m² útiles,"Sector Apoquino La Gloria, Nueva L..."
"Exquisito, Cómodo Y Amplio Departamento, Visitelo!!!",UF37,5 dormitorios,4 baños,140 m² útiles,"Martín De Zamora 6300 - 6600, Roto..."
Departamento En Arriendo Loft Duplex Est/bod En Pza. Ñuñoa,$570.000,1 dormitorio,1 baño,39 m² útiles,"Metro Chile España, Plaza Ñuñoa, Ñ..."
"Departamento Tres Dormitorios, Cercano Al Metro Quilín",$670.000,3 dormitorios,2 baños,62 m² útiles,"Madreselvas 4500 - 4800, Metro Qui..."
"Arriendo Departamento ,una Habitación, Bellavista La Florida",$300.000,1 dormitorio,1 baño,33 m² útiles,"Vicuña Mackenna 7492, La Florida, ..."
Dpto 1 Hab. Metro Parque Almagro,$290.000,1 dormitorio,1 baño,30 m² útiles,"Arturo Prat 390, 8.3304e+06 - 8.33..."
"Departamento Estilo Mariposa, Estacionamiento Y Bodega",$450.000,2 dormitorios,2 baños,53 m² útiles,"Carlos Silva Vildósola 870, San Mi..."
,$350.000,2 dormitorios,1 baño,53 m² útiles,"Alameda Almirante Barroso, Barrio ..."
"Arriendo Departamento, Dos Dormitorios, Estacionamiento",$450.000,2 dormitorios,2 baños,59 m² útiles,"Arturo Prat 1304, Parque O'higgins..."
,$400.000,2 dormitorios,2 baños,55 m² útiles,Sector Metro Bella Vista De La Flo...
,$390.000,2 dormitorios,1 baño,43 m² útiles,"Metro Santa Ana, Centro Histórico ..."
Metro Rodrigo De Araya,$355.000,1 dormitorio,1 baño,34 m² útiles,"Av. Vicuña Mackenna 1 - 300, San J..."
Metro Irarrazaval,$450.000,1 dormitorio,1 baño,36 m² útiles,"Av. Irarrázaval 1 - 300, Metro Ira..."
Vicuña Mackenna 1575 Nuevo,$340.000,1 dormitorio,1 baño,33 m² útiles,"Av. Vicuña Mackenna 1500 - 1800, B..."
,$900.000,3 dormitorios,3 baños,70 m² útiles,"Sector Apumanque, Metro Manquehue ..."
San Jose De La Sierra - Amplio Y Luminoso- Entrega Inmediata,UF65,5 dormitorios,6 baños,320 m² útiles,"C. San José De La Sierra 1 - 300, ..."
Precioso Penthouse / Vista Espectacular / Terraza Panorámica,UF67,3 dormitorios,3 baños,190 m² útiles,"Carlos Peña Otaegui 12300 - 12600,..."
"San Damián, Amplio Y Seguro, Ideal Para Diplomáticos",$3.500.000,4 dormitorios,5 baños,462 m² útiles,"Fray Luis De León 11999, Las Conde..."
San Jose De La Sierra / Linda Vista Despejada Nor - Oriente,UF71,6 dormitorios,4 baños,317 m² útiles,"C. San José De La Sierra 39, Lo Ba..."
"Cómodo Y Amplio Departamento De 3d, 2b, Estac En Condominio.",$460.000,3 dormitorios,2 baños,61 m² útiles,"Cueto, Barrio Yungay, Santiago"
"Amoblado En Av. Agua Santa, Viña Del Mar - Marzo A Diciembre",$550.000,2 dormitorios,2 baños,61 m² útiles,"Agua Santa 600 - 900, Agua Santa, ..."
"Funcional Y Luminoso Departamento Costa De Montemar, Concón.",$480.000,1 dormitorio,1 baño,40 m² útiles,"Av. Costa De Montemar 300 - 600, C..."
Visita Arriendo Dpto. Salas Piso 10,$300.000,3 dormitorios,1 baño,43 m² útiles,"Salas 8973, Santiago, La Cisterna,..."
Arriendo Dpto. Salas Piso 16,$290.000,3 dormitorios,1 baño,43 m² útiles,"Salas 8973, Santiago, La Cisterna,..."
Depto Seminuevo - Mall Metro Plaza Egaña,$550.000,1 dormitorio,1 baño,35 m² útiles,"Av. Irarrázaval 5515, 7.7598e+06 -..."
"Hermoso Depto Estilo Mariposa, 2 Dormitorios En Suite¡¡...",$750.000,2 dormitorios,2 baños,70 m² útiles,"Av. El Guanaco Nte. 1383, Huechura..."
Departamento 1 Dorm 1 Baño. Nuevo R De Araya Ñuñoa,$400.000,1 dormitorio,1 baño,31 m² útiles,"Av. Rodrigo De Araya 2836, Estadio..."
Valparaíso. Cerro Baron. Arrienda Dpto 2d 1b Vista Al Mar,$500.000,2 dormitorios,1 baño,41 m² útiles,"Tocornal 394, Valparaíso, Chile, C..."
Metro H. De Magallanes - 1 Dorm.; Amoblado Donatello - Codjc,UF20,1 dormitorio,1 baño,38 m² útiles,"Donatello 7420, Metro Hernando De ..."
"Metro Lo Ovalle; Nuevo 1d+1b; Santa Elisa 541, Codjc101716",$270.000,1 dormitorio,1 baño,32 m² útiles,"Sta. Elisa 541, Lo Ovalle, La Cist..."
"Cumbrespro Arrienda, Amplio Dpto. 1d/1b, Muy Bien Ubicado",$380.000,1 dormitorio,1 baño,33 m² útiles,"Diag. Vicuña Mackenna 1839, 8.3607..."
"Imperdible!!! Buen Barrio, Seguro, Tranquilo, Cercano A Todo",$650.000,3 dormitorios,2 baños,83 m² útiles,"Gral. Prieto 300 - 600, Reñaca, Vi..."
Estupenda Ubicación Barrio Las Tarrias,$310.000,1 dormitorio,1 baño,34 m² útiles,"Merced 516, 8320148 Santiago, Regi..."
Arrienda Departamento 2d/2b/1e Cerro Placeres,$570.000,2 dormitorios,2 baños,51 m² útiles,"San Guillermo, Cerro Placeres, Val..."
Acogedor Departamento Paseo Bulnes,$265.000,1 dormitorio,1 baño,40 m² útiles,"Paseo Bulnes, Bulnes, Santiago"
,$400.000,1 dormitorio,1 baño,33 m² útiles,Reñaca/anibal Pinto/colegio Mackay...
"Gran Océano, Frente Al Mar, Vista Despejada, Sol. Seguridad",$950.000,4 dormitorios,3 baños,140 m² útiles,"Amunátegui 1800 - 2100, Recreo, Vi..."
Club Hípico/ Domeyko/santiago,$490.000,2 dormitorios,2 baños,55 m² útiles,"Club Hípico 600 - 900, Barrio Repú..."
Precioso Departamento Gran Vista A Estrenar !!!,$370.000,1 dormitorio,1 baño,35 m² útiles,"Domeyko 2505, Barrio República, Sa..."
